block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_275481,67-52,0,67 GATEWAY,670011,SE2014-hsem1407-Sunday-01_merged_980016,1986306-SE2014-hsem1407-Sunday-01_merged_985458
b_276710,1-52,1,1 Eddy St,10024,SE2014-hsep1406-Saturday-01_merged_980027,1988734-SE2014-hsep1406-Saturday-01_merged_987659
a_276850,3-52,1,3B WARWICK AV,30035,SE2014-hsep1401-Weekday-02_merged_980022,1989793-SE2014-hsep1401-Weekday-02_merged_984220
a_275059,71-52,0,71 pawtucket,710001,SE2014-hsep1406-Saturday-01_merged_980017,1983025-SE2014-hsep1406-Saturday-01_merged_981493
a_275059,71-52,0,71 pawtucket,710001,SE2014-hsep1406-Saturday-01_merged_980017,1983022-SE2014-hsep1406-Saturday-01_merged_983424
b_275088,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1406-Saturday-01_merged_980027,1983635-SE2014-hsep1406-Saturday-01_merged_991158
a_275475,67-52,1,67 BELLEVUE,670007,SE2014-hsem1401-Weekday-01_merged_980019,1986111-SE2014-hsem1401-Weekday-01_merged_981975
b_275069,31-52,0,31 Providence,310001,SE2014-hsep1406-Saturday-01_merged_980027,1982816-SE2014-hsep1406-Saturday-01_merged_989249
a_276965,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980022,1991928-SE2014-hsep1401-Weekday-02_merged_984269
b_275483,67-52,1,67 BELLEVUE,670008,SE2014-hsem1407-Sunday-01_merged_980026,1986301-SE2014-hsem1407-Sunday-01_merged_985980
a_276911,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980022,1990053-SE2014-hsep1401-Weekday-02_merged_980559
b_275061,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980027,1982925-SE2014-hsep1406-Saturday-01_merged_986106
b_276949,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980032,1991526-SE2014-hsep1401-Weekday-02_merged_987786
a_276867,56-52,1,56 Chalkstone,560008,SE2014-hsep1401-Weekday-02_merged_980022,1990209-SE2014-hsep1401-Weekday-02_merged_985309
b_275082,51-52,0,51 PROVIDENCE,510010,SE2014-hsep1406-Saturday-01_merged_980027,1983412-SE2014-hsep1406-Saturday-01_merged_990462
b_276892,57-52,1,57 SMITH ST,570009,SE2014-hsep1401-Weekday-02_merged_980032,1990852-SE2014-hsep1401-Weekday-02_merged_990894
a_275051,55-52,0,55 Providence,550006,SE2014-hsep1406-Saturday-01_merged_980017,1982631-SE2014-hsep1406-Saturday-01_merged_984927
a_276857,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980022,1990042-SE2014-hsep1401-Weekday-02_merged_984568
b_275119,87-52,0,87 Downtown,870013,SE2014-hsep1407-Sunday-01_merged_980030,1984023-SE2014-hsep1407-Sunday-01_merged_989109
b_275048,3-52,1,3B WARWICK AV,30035,SE2014-hsep1406-Saturday-01_merged_980027,1982603-SE2014-hsep1406-Saturday-01_merged_987227
a_275477,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980019,1986145-SE2014-hsem1401-Weekday-01_merged_980606
a_275684,50-52,0,50 Providence,500012,SE2014-hsep1407-Sunday-01_merged_980020,1986843-SE2014-hsep1407-Sunday-01_merged_984023
a_275047,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1406-Saturday-01_merged_980017,1982620-SE2014-hsep1406-Saturday-01_merged_985384
a_275146,57-52,1,57 SMITH ST,570009,SE2014-hsep1407-Sunday-01_merged_980020,1984543-SE2014-hsep1407-Sunday-01_merged_982090
b_276877,19-52,1,19 Plainfield,190048,SE2014-hsep1401-Weekday-02_merged_980032,1989316-SE2014-hsep1401-Weekday-02_merged_988378
a_275134,20-52,1,20 Elmwood,200005,SE2014-hsep1407-Sunday-01_merged_980020,1984627-SE2014-hsep1407-Sunday-01_merged_982545
b_276928,73-52,1,73 Fairlawn,730002,SE2014-hsep1401-Weekday-02_merged_980032,1989438-SE2014-hsep1401-Weekday-02_merged_987808
a_275066,92-52,1,XXXXX,920030,SE2014-hsep1406-Saturday-01_merged_980017,1983179-SE2014-hsep1406-Saturday-01_merged_981391
a_275141,72-52,0,72 Providence,720017,SE2014-hsep1407-Sunday-01_merged_980020,1984733-SE2014-hsep1407-Sunday-01_merged_984110
a_276808,28-52,0,28 Providence,280002,SE2014-hsep1401-Weekday-02_merged_980022,1991827-SE2014-hsep1401-Weekday-02_merged_982360
b_277026,1-52,0,1 Hope St,10006,SE2014-hsep1401-Weekday-02_merged_980032,1992557-SE2014-hsep1401-Weekday-02_merged_990373
b_275149,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1407-Sunday-01_merged_980030,1984346-SE2014-hsep1407-Sunday-01_merged_991249
a_276868,71-52,0,71 pawtucket,710001,SE2014-hsep1401-Weekday-02_merged_980022,1990412-SE2014-hsep1401-Weekday-02_merged_984178
a_276842,92-52,1,XXXXX,920030,SE2014-hsep1401-Weekday-02_merged_980022,1989701-SE2014-hsep1401-Weekday-02_merged_983831
a_275068,92-52,1,XXXXX,920030,SE2014-hsep1406-Saturday-01_merged_980017,1983169-SE2014-hsep1406-Saturday-01_merged_983080
b_275065,21-52,1,Outbound,210020,SE2014-hsep1406-Saturday-01_merged_980027,1983098-SE2014-hsep1406-Saturday-01_merged_988158
a_276802,28-52,0,28 Providence,280002,SE2014-hsep1401-Weekday-02_merged_980022,1991842-SE2014-hsep1401-Weekday-02_merged_985055
a_275485,69-52,0,Hill Climber,690001,SE2014-hsem1401-Weekday-01_merged_980019,1986346-SE2014-hsem1401-Weekday-01_merged_981730
a_275052,33-52,0,33 Providence,330003,SE2014-hsep1406-Saturday-01_merged_980017,1982647-SE2014-hsep1406-Saturday-01_merged_980767
b_276923,75-52,0,75 Pawtucket,750003,SE2014-hsep1401-Weekday-02_merged_980032,1991232-SE2014-hsep1401-Weekday-02_merged_985835
a_276801,27-52,1,27 Manton Ave,270014,SE2014-hsep1401-Weekday-02_merged_980022,1991807-SE2014-hsep1401-Weekday-02_merged_985150
a_275081,72-52,1,72 Pawtucket,720018,SE2014-hsep1406-Saturday-01_merged_980017,1983470-SE2014-hsep1406-Saturday-01_merged_982548
b_275046,18-52,0,18 Providence,180021,SE2014-hsep1406-Saturday-01_merged_980027,1982568-SE2014-hsep1406-Saturday-01_merged_987293
a_275161,11-52,0,R-LINE NORTH,110003,SE2014-hsep1407-Sunday-01_merged_980020,1984952-SE2014-hsep1407-Sunday-01_merged_982103
a_276945,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980022,1991453-SE2014-hsep1401-Weekday-02_merged_985205
b_276835,18-52,1,18 Union Ave,180023,SE2014-hsep1401-Weekday-02_merged_980032,1989654-SE2014-hsep1401-Weekday-02_merged_990257
b_275124,55-52,1,55 Shaws\PC,550018,SE2014-hsep1407-Sunday-01_merged_980030,1984286-SE2014-hsep1407-Sunday-01_merged_986808
b_276902,72-52,1,72 Pawtucket,720018,SE2014-hsep1401-Weekday-02_merged_980032,1991088-SE2014-hsep1401-Weekday-02_merged_990534
a_276891,57-52,1,57 SMITH ST,570009,SE2014-hsep1401-Weekday-02_merged_980022,1990926-SE2014-hsep1401-Weekday-02_merged_984409
a_275121,3-52,0,3 PROVIDENCE,30032,SE2014-hsep1407-Sunday-01_merged_980020,1984253-SE2014-hsep1407-Sunday-01_merged_982284
a_275310,27-52,0,27 Providence,270011,SE2014-hsep1406-Saturday-01_merged_980017,1985854-SE2014-hsep1406-Saturday-01_merged_983783
b_276957,32-52,0,32 Providence,320007,SE2014-hsep1401-Weekday-02_merged_980032,1989983-SE2014-hsep1401-Weekday-02_merged_989480
b_275055,13-52,1,13 ARCTIC,130006,SE2014-hsep1406-Saturday-01_merged_980027,1982782-SE2014-hsep1406-Saturday-01_merged_987283
a_275478,67-52,0,67 GATEWAY,670011,SE2014-hsem1406-Saturday-01_merged_980024,1986226-SE2014-hsem1406-Saturday-01_merged_980151
b_275130,92-52,0,92 East Side M,920029,SE2014-hsep1407-Sunday-01_merged_980030,1984426-SE2014-hsep1407-Sunday-01_merged_986665
b_276711,1-52,0,1 Hope St,10006,SE2014-hsep1406-Saturday-01_merged_980027,1988770-SE2014-hsep1406-Saturday-01_merged_986279
b_276932,60-52,0,60 Providence,600064,SE2014-hsep1401-Weekday-02_merged_980032,1991284-SE2014-hsep1401-Weekday-02_merged_990931
a_275067,92-52,0,XXXXX,920029,SE2014-hsep1406-Saturday-01_merged_980017,1983132-SE2014-hsep1406-Saturday-01_merged_982727
a_275068,92-52,1,XXXXX,920030,SE2014-hsep1406-Saturday-01_merged_980017,1983172-SE2014-hsep1406-Saturday-01_merged_985188
a_276869,80-52,1,80 Armistice,800002,SE2014-hsep1401-Weekday-02_merged_980022,1990345-SE2014-hsep1401-Weekday-02_merged_982283
b_276948,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980032,1991516-SE2014-hsep1401-Weekday-02_merged_989995
a_275070,31-52,0,31 Providence,310001,SE2014-hsep1406-Saturday-01_merged_980017,1982813-SE2014-hsep1406-Saturday-01_merged_981850
a_275070,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980017,1982850-SE2014-hsep1406-Saturday-01_merged_982008
a_276867,21-52,0,21 Providence,210011,SE2014-hsep1401-Weekday-02_merged_980022,1990155-SE2014-hsep1401-Weekday-02_merged_984915
b_276942,35-52,1,RUMFORD,350002,SE2014-hsep1401-Weekday-02_merged_980032,1991415-SE2014-hsep1401-Weekday-02_merged_990339
b_276875,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980032,1990523-SE2014-hsep1401-Weekday-02_merged_987081
b_275483,67-52,1,67 BELLEVUE,670007,SE2014-hsem1407-Sunday-01_merged_980026,1986269-SE2014-hsem1407-Sunday-01_merged_987886
a_276853,33-52,0,33 Providence,330003,SE2014-hsep1401-Weekday-02_merged_980022,1989966-SE2014-hsep1401-Weekday-02_merged_980763
a_276966,52-52,0,52 Providence,520023,SE2014-hsep1401-Weekday-02_merged_980022,1991990-SE2014-hsep1401-Weekday-02_merged_983488
b_274799,60-52,1,60 Newport,600067,SE2014-hsem1401-Weekday-01_merged_980029,1978802-SE2014-hsem1401-Weekday-01_merged_987592
a_276873,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980022,1990477-SE2014-hsep1401-Weekday-02_merged_983999
b_275056,76-52,0,76 Pawtucket,760007,SE2014-hsep1406-Saturday-01_merged_980027,1982943-SE2014-hsep1406-Saturday-01_merged_987780
a_276845,3-52,0,3 PROVIDENCE,30029,SE2014-hsep1401-Weekday-02_merged_980022,1989823-SE2014-hsep1401-Weekday-02_merged_981775
a_275148,17-52,0,17 Providence,170013,SE2014-hsep1407-Sunday-01_merged_980020,1984835-SE2014-hsep1407-Sunday-01_merged_982418
a_276952,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980022,1991603-SE2014-hsep1401-Weekday-02_merged_982036
b_275121,3-52,0,3 PROVIDENCE,30032,SE2014-hsep1407-Sunday-01_merged_980030,1984254-SE2014-hsep1407-Sunday-01_merged_988410
a_276963,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980022,1991954-SE2014-hsep1401-Weekday-02_merged_985650
a_276801,28-52,1,28 Providence,280003,SE2014-hsep1401-Weekday-02_merged_980022,1991740-SE2014-hsep1401-Weekday-02_merged_980839
b_276890,57-52,0,57 Providence,570004,SE2014-hsep1401-Weekday-02_merged_980032,1990851-SE2014-hsep1401-Weekday-02_merged_990699
b_276873,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980032,1990465-SE2014-hsep1401-Weekday-02_merged_989198
a_275132,31-52,1,31 Cranston St,310002,SE2014-hsep1407-Sunday-01_merged_980020,1984511-SE2014-hsep1407-Sunday-01_merged_985210
a_275021,60-52,1,60 Newport,600047,SE2014-hsep1406-Saturday-01_merged_980017,1982345-SE2014-hsep1406-Saturday-01_merged_981739
b_275145,13-52,1,13 ARCTIC,130006,SE2014-hsep1407-Sunday-01_merged_980030,1984798-SE2014-hsep1407-Sunday-01_merged_986707
b_275683,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980030,1986810-SE2014-hsep1407-Sunday-01_merged_990646
a_276884,22-52,0,22 Providence,220017,SE2014-hsep1401-Weekday-02_merged_980022,1990924-SE2014-hsep1401-Weekday-02_merged_983922
b_276957,32-52,1,32 EAST PROV.,320006,SE2014-hsep1401-Weekday-02_merged_980032,1989985-SE2014-hsep1401-Weekday-02_merged_990115
a_277029,51-52,1,51 Charles,510011,SE2014-hsep1401-Weekday-02_merged_980022,1991022-SE2014-hsep1401-Weekday-02_merged_982412
b_275075,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1406-Saturday-01_merged_980027,1983324-SE2014-hsep1406-Saturday-01_merged_989944
b_275475,67-52,1,67 BELLEVUE,670007,SE2014-hsem1401-Weekday-01_merged_980029,1986117-SE2014-hsem1401-Weekday-01_merged_989943
b_275483,67-52,0,67 GATEWAY,670011,SE2014-hsem1407-Sunday-01_merged_980026,1986323-SE2014-hsem1407-Sunday-01_merged_986338
a_275478,67-52,0,67 GATEWAY,670011,SE2014-hsem1406-Saturday-01_merged_980024,1986248-SE2014-hsem1406-Saturday-01_merged_983739
b_276936,60-52,1,60 Newport,600066,SE2014-hsep1401-Weekday-02_merged_980032,1991257-SE2014-hsep1401-Weekday-02_merged_988598
a_276857,30-52,0,30 Providence,300014,SE2014-hsep1401-Weekday-02_merged_980022,1990078-SE2014-hsep1401-Weekday-02_merged_984995
a_276936,60-52,1,60 Newport,600047,SE2014-hsep1401-Weekday-02_merged_980022,1991258-SE2014-hsep1401-Weekday-02_merged_983444
a_275067,92-52,1,XXXXX,920030,SE2014-hsep1406-Saturday-01_merged_980017,1983180-SE2014-hsep1406-Saturday-01_merged_981297
b_275132,31-52,1,31 Cranston St,310002,SE2014-hsep1407-Sunday-01_merged_980030,1984478-SE2014-hsep1407-Sunday-01_merged_991104
b_276867,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980032,1990268-SE2014-hsep1401-Weekday-02_merged_988896
a_276858,13-52,0,13 WARW. MALL,130005,SE2014-hsep1401-Weekday-02_merged_980022,1990107-SE2014-hsep1401-Weekday-02_merged_985091
a_274816,63-52,1,XXXXX,630012,SE2014-hsem1406-Saturday-01_merged_980024,1979032-SE2014-hsem1406-Saturday-01
b_275123,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980030,1984281-SE2014-hsep1407-Sunday-01_merged_989356
a_276939,58-52,1,58 MIN SPRING,580020,SE2014-hsep1401-Weekday-02_merged_980022,1991320-SE2014-hsep1401-Weekday-02_merged_980791
a_276965,50-52,1,50 Douglas Av,500014,SE2014-hsep1401-Weekday-02_merged_980022,1991878-SE2014-hsep1401-Weekday-02_merged_983366
a_276889,22-52,0,22 Providence,220017,SE2014-hsep1401-Weekday-02_merged_980022,1990857-SE2014-hsep1401-Weekday-02_merged_982801
a_275088,34-52,0,34 Providence,340004,SE2014-hsep1406-Saturday-01_merged_980017,1983624-SE2014-hsep1406-Saturday-01_merged_984206
a_275159,11-52,0,R-LINE NORTH,110003,SE2014-hsep1407-Sunday-01_merged_980020,1984978-SE2014-hsep1407-Sunday-01_merged_982502
a_276801,27-52,1,27 Manton Ave,270014,SE2014-hsep1401-Weekday-02_merged_980022,1991791-SE2014-hsep1401-Weekday-02_merged_981620
b_276869,76-52,1,76 Central Ave,760002,SE2014-hsep1401-Weekday-02_merged_980032,1990363-SE2014-hsep1401-Weekday-02_merged_989771
b_275119,87-52,1,87 Downtown,870001,SE2014-hsep1407-Sunday-01_merged_980030,1984033-SE2014-hsep1407-Sunday-01_merged_989772
a_276813,8-52,1,8 JEFFERSON BLV,80014,SE2014-hsep1401-Weekday-02_merged_980022,1989459-SE2014-hsep1401-Weekday-02_merged_982503
b_276711,1-52,0,1 Hope St,10006,SE2014-hsep1406-Saturday-01_merged_980027,1988768-SE2014-hsep1406-Saturday-01_merged_990086
a_275070,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980017,1982886-SE2014-hsep1406-Saturday-01_merged_985282
a_275074,20-52,1,20 Elmwood,200005,SE2014-hsep1406-Saturday-01_merged_980017,1983326-SE2014-hsep1406-Saturday-01_merged_982233
b_275712,66-52,1,66 URI,660011,SE2014-hsep1407-Sunday-01_merged_980030,1987001-SE2014-hsep1407-Sunday-01_merged_986809
b_275476,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980029,1986142-SE2014-hsem1401-Weekday-01_merged_988247
b_276910,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980032,1990274-SE2014-hsep1401-Weekday-02_merged_987962
b_275125,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980030,1984292-SE2014-hsep1407-Sunday-01_merged_986801
b_275683,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980030,1986807-SE2014-hsep1407-Sunday-01_merged_986054
a_275060,13-52,1,13 ARCTIC,130006,SE2014-hsep1406-Saturday-01_merged_980017,1982787-SE2014-hsep1406-Saturday-01_merged_980237
a_275310,28-52,1,28 Providence,280003,SE2014-hsep1406-Saturday-01_merged_980017,1985865-SE2014-hsep1406-Saturday-01_merged_982892
a_276805,27-52,1,27 MANTON AVE,270013,SE2014-hsep1401-Weekday-02_merged_980022,1991805-SE2014-hsep1401-Weekday-02_merged_982891
a_276841,92-52,0,XXXXX,920029,SE2014-hsep1401-Weekday-02_merged_980022,1989739-SE2014-hsep1401-Weekday-02_merged_980142
a_276827,6-52,0,6 Providence,60007,SE2014-hsep1401-Weekday-02_merged_980022,1989563-SE2014-hsep1401-Weekday-02_merged_983475
b_278779,63-52,0,63 GATEWAY,630024,SE2014-hsem1406-Saturday-01_merged_980034,1996193-SE2014-hsem1406-Saturday-01
a_276892,20-52,0,20 Providence,200006,SE2014-hsep1401-Weekday-02_merged_980022,1990745-SE2014-hsep1401-Weekday-02_merged_984592
b_276921,21-52,0,Inbound,210019,SE2014-hsep1401-Weekday-02_merged_980032,1990135-SE2014-hsep1401-Weekday-02_merged_990888
b_276864,21-52,1,Outbound,210020,SE2014-hsep1401-Weekday-02_merged_980032,1990258-SE2014-hsep1401-Weekday-02_merged_987792
b_274786,14-52,1,14 West bay,140005,SE2014-hsem1401-Weekday-01_merged_980029,1978722-SE2014-hsem1401-Weekday-01_merged_987170
a_274784,14-52,1,14 West Bay,140030,SE2014-hsem1401-Weekday-01_merged_980019,1978719-SE2014-hsem1401-Weekday-01_merged_982133
b_275682,50-52,1,50 Douglas Av,500014,SE2014-hsep1406-Saturday-01_merged_980027,1986746-SE2014-hsep1406-Saturday-01_merged_988941
a_275156,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980020,1985047-SE2014-hsep1407-Sunday-01_merged_982756
b_275080,57-52,0,57 Providence,570004,SE2014-hsep1406-Saturday-01_merged_980027,1983447-SE2014-hsep1406-Saturday-01_merged_986233
b_275138,51-52,1,51 CHARLES,510012,SE2014-hsep1407-Sunday-01_merged_980030,1984681-SE2014-hsep1407-Sunday-01_merged_986743
a_275047,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1406-Saturday-01_merged_980017,1982623-SE2014-hsep1406-Saturday-01_merged_984060
b_274809,64-52,1,64 URI,640008,SE2014-hsem1401-Weekday-01_merged_980029,1978854-SE2014-hsem1401-Weekday-01_merged_986614
a_275149,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1407-Sunday-01_merged_980020,1984339-SE2014-hsep1407-Sunday-01_merged_983468
b_275081,72-52,0,72 Providence,720017,SE2014-hsep1406-Saturday-01_merged_980027,1983531-SE2014-hsep1406-Saturday-01_merged_985761
b_275062,56-52,1,56 Chalkstone,560008,SE2014-hsep1406-Saturday-01_merged_980027,1982835-SE2014-hsep1406-Saturday-01_merged_989804
b_276884,22-52,0,22 Providence,220017,SE2014-hsep1401-Weekday-02_merged_980032,1990790-SE2014-hsep1401-Weekday-02_merged_989248
b_276712,1-52,0,XXXXX,10008,SE2014-hsep1406-Saturday-01_merged_980027,1988738-SE2014-hsep1406-Saturday-01_merged_990941
a_275149,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1407-Sunday-01_merged_980020,1984347-SE2014-hsep1407-Sunday-01_merged_982175
a_276686,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980017,1983825-SE2014-hsep1406-Saturday-01_merged_982207
b_276807,28-52,1,28 HARTFORD,280003,SE2014-hsep1401-Weekday-02_merged_980032,1991736-SE2014-hsep1401-Weekday-02_merged_991124
a_276911,30-52,0,30 Providence,300014,SE2014-hsep1401-Weekday-02_merged_980022,1990067-SE2014-hsep1401-Weekday-02_merged_983065
b_276685,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980027,1983801-SE2014-hsep1406-Saturday-01_merged_989834
a_275080,51-52,1,51 Charles,510011,SE2014-hsep1406-Saturday-01_merged_980017,1983469-SE2014-hsep1406-Saturday-01_merged_981053
b_276856,33-52,1,33 Riverside,330004,SE2014-hsep1401-Weekday-02_merged_980032,1989935-SE2014-hsep1401-Weekday-02_merged_986741
b_276805,28-52,1,28 HARTFORD,280003,SE2014-hsep1401-Weekday-02_merged_980032,1991766-SE2014-hsep1401-Weekday-02_merged_986442
a_274815,63-52,1,XXXXX,630012,SE2014-hsem1406-Saturday-01_merged_980024,1979053-SE2014-hsem1406-Saturday-01
b_275480,67-52,0,67 GATEWAY,670012,SE2014-hsem1406-Saturday-01_merged_980034,1986163-SE2014-hsem1406-Saturday-01_merged_988859
a_275145,13-52,0,13 WARW. MALL,130005,SE2014-hsep1407-Sunday-01_merged_980020,1984795-SE2014-hsep1407-Sunday-01_merged_984302
b_275304,28-52,0,28 Providence,280002,SE2014-hsep1407-Sunday-01_merged_980030,1985800-SE2014-hsep1407-Sunday-01_merged_988367
b_276945,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991596-SE2014-hsep1401-Weekday-02_merged_990779
a_276863,56-52,1,56 Chalkstone,560008,SE2014-hsep1401-Weekday-02_merged_980022,1990243-SE2014-hsep1401-Weekday-02_merged_985393
b_275025,6-52,0,6 Providence,60007,SE2014-hsep1406-Saturday-01_merged_980027,1982515-SE2014-hsep1406-Saturday-01_merged_990943
b_275091,78-52,0,78 Providence,780001,SE2014-hsep1406-Saturday-01_merged_980027,1983676-SE2014-hsep1406-Saturday-01_merged_988048
a_274817,64-52,0,XXXXX,640026,SE2014-hsem1406-Saturday-01_merged_980024,1979078-SE2014-hsem1406-Saturday-01_merged_982363
b_275147,19-52,1,19 Plainfield,190048,SE2014-hsep1407-Sunday-01_merged_980030,1984818-SE2014-hsep1407-Sunday-01_merged_987947
b_275307,27-52,1,27 MANTON AVE,270013,SE2014-hsep1406-Saturday-01_merged_980027,1985894-SE2014-hsep1406-Saturday-01_merged_987471
a_275158,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980020,1985015-SE2014-hsep1407-Sunday-01_merged_984519
a_275079,57-52,1,57 SMITH ST,570009,SE2014-hsep1406-Saturday-01_merged_980017,1983453-SE2014-hsep1406-Saturday-01_merged_985234
a_276880,17-52,0,17 Providence,170013,SE2014-hsep1401-Weekday-02_merged_980022,1990629-SE2014-hsep1401-Weekday-02_merged_984607
a_275120,73-52,1,73 MIN. SPRING,730008,SE2014-hsep1407-Sunday-01_merged_980020,1984081-SE2014-hsep1407-Sunday-01_merged_982326
b_276914,9-52,0,9 Providence,90009,SE2014-hsep1401-Weekday-02_merged_980032,1989471-SE2014-hsep1401-Weekday-02_merged_989347
b_275305,28-52,0,28 Providence,280002,SE2014-hsep1407-Sunday-01_merged_980030,1985795-SE2014-hsep1407-Sunday-01_merged_988049
b_275052,33-52,1,33 Riverside,330004,SE2014-hsep1406-Saturday-01_merged_980027,1982682-SE2014-hsep1406-Saturday-01_merged_989908
a_276911,30-52,0,30 Providence,300014,SE2014-hsep1401-Weekday-02_merged_980022,1990069-SE2014-hsep1401-Weekday-02_merged_981798
a_274796,60-52,0,60 Newport,600064,SE2014-hsem1401-Weekday-01_merged_980019,1978805-SE2014-hsem1401-Weekday-01_merged_981249
a_275133,31-52,0,31 Providence,310001,SE2014-hsep1407-Sunday-01_merged_980020,1984514-SE2014-hsep1407-Sunday-01_merged_985278
a_276851,55-52,0,55 Providence,550006,SE2014-hsep1401-Weekday-02_merged_980022,1989863-SE2014-hsep1401-Weekday-02_merged_981584
a_276808,28-52,1,28 Providence,280003,SE2014-hsep1401-Weekday-02_merged_980022,1991760-SE2014-hsep1401-Weekday-02_merged_980910
a_276897,51-52,1,51 Charles,510011,SE2014-hsep1401-Weekday-02_merged_980022,1990996-SE2014-hsep1401-Weekday-02_merged_985551
a_277021,1-52,1,1 Eddy St,10025,SE2014-hsep1401-Weekday-02_merged_980022,1992527-SE2014-hsep1401-Weekday-02_merged_981842
a_275052,33-52,1,33 Riverside,330004,SE2014-hsep1406-Saturday-01_merged_980017,1982654-SE2014-hsep1406-Saturday-01_merged_981832
a_275125,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980020,1984292-SE2014-hsep1407-Sunday-01_merged_981149
a_275155,35-52,0,35 Providence,350001,SE2014-hsep1407-Sunday-01_merged_980020,1984927-SE2014-hsep1407-Sunday-01_merged_981715
a_276857,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980022,1990060-SE2014-hsep1401-Weekday-02_merged_982898
a_276866,21-52,0,21 Providence,210011,SE2014-hsep1401-Weekday-02_merged_980022,1990157-SE2014-hsep1401-Weekday-02_merged_983226
b_276944,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980032,1991452-SE2014-hsep1401-Weekday-02_merged_987209
b_276954,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991631-SE2014-hsep1401-Weekday-02_merged_989560
a_275137,20-52,0,20 Providence,200006,SE2014-hsep1407-Sunday-01_merged_980020,1984603-SE2014-hsep1407-Sunday-01_merged_985164
b_278878,66-52,0,66 Providence,660002,SE2014-hsep1406-Saturday-01_merged_980027,1996267-SE2014-hsep1406-Saturday-01
a_275481,67-52,0,67 GATEWAY,670011,SE2014-hsem1407-Sunday-01_merged_980016,1986335-SE2014-hsem1407-Sunday-01_merged_984659
b_275029,87-52,1,87 Downtown,870001,SE2014-hsep1406-Saturday-01_merged_980027,1982389-SE2014-hsep1406-Saturday-01_merged_988169
a_276864,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980022,1990298-SE2014-hsep1401-Weekday-02_merged_985399
a_276915,59-52,0,59X LINC MALL,590001,SE2014-hsep1401-Weekday-02_merged_980022,1991138-SE2014-hsep1401-Weekday-02_merged_984503
b_275126,30-52,0,30 Providence,300014,SE2014-hsep1407-Sunday-01_merged_980030,1984370-SE2014-hsep1407-Sunday-01_merged_986907
a_276852,55-52,0,55 Providence,550006,SE2014-hsep1401-Weekday-02_merged_980022,1989870-SE2014-hsep1401-Weekday-02_merged_981222
a_276941,98-52,1,98 PAWTUCKET AVE,980002,SE2014-hsep1401-Weekday-02_merged_980022,1991371-SE2014-hsep1401-Weekday-02_merged_981709
a_275062,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980017,1982898-SE2014-hsep1406-Saturday-01_merged_984476
